CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,RESOURCE OF STARTING ACTIVITY,NUMBER OF ACTIVE CASES AT START,Decision
"Case 2345","Task","Premium","Normal","Res4",15,"True/Wait"
"Case 2346","Task","Premium","Normal","Res3",15,"True/Wait"
"Case 2347","Question","Gold","High","Res3",15,"False/No-Wait"
"Case 2348","Question","Premium","Normal","Res4",15,"True/Wait"
"Case 2349","Task","Premium","High","Res8",15,"False/No-Wait"
"Case 235","Question","Premium","Normal","Res4",15,"True/Wait"
"Case 2350","Incident","Premium","Normal","Res3",15,"False/No-Wait"
"Case 2351","Question","Gold","Normal","Res3",15,"False/No-Wait"
"Case 2352","Incident","Gold","High","Res4",15,"False/No-Wait"
"Case 2353","Question","Gold","Normal","Res8",15,"False/No-Wait"
"Case 2354","Task","Gold","Normal","Res8",15,"False/No-Wait"
"Case 2355","Task","Premium","Normal","Res3",15,"False/No-Wait"
"Case 2356","Task","Premium","Normal","Res8",15,"True/Wait"
"Case 2357","Question","Gold","Normal","Res4",15,"False/No-Wait"
"Case 2358","Task","Premium","High","Res8",15,"False/No-Wait"
"Case 2359","Question","Gold","Normal","Res8",15,"False/No-Wait"
"Case 236","Task","Premium","Normal","Res4",15,"False/No-Wait"
"Case 2360","Task","Gold","Normal","Res4",15,"False/No-Wait"
"Case 2361","Question","Premium","High","Res3",15,"True/Wait"
"Case 2362","Task","Premium","Normal","Res3",15,"True/Wait"
"Case 2363","Question","Gold","Urgent","Res8",15,"False/No-Wait"
"Case 2364","Incident","Gold","Normal","Res8",15,"False/No-Wait"
"Case 2365","Incident","Premium","Normal","Res3",15,"False/No-Wait"
"Case 2366","Task","Premium","Normal","Res8",15,"True/Wait"
"Case 2367","Task","Premium","Normal","Res8",15,"False/No-Wait"
"Case 2368","Task","Premium","Normal","Res4",15,"True/Wait"
"Case 2369","Task","Premium","Normal","Res4",15,"False/No-Wait"
"Case 237","Task","Gold","Normal","Res3",15,"False/No-Wait"
"Case 2370","Task","Premium","Normal","Res8",15,"False/No-Wait"
"Case 2371","Question","Gold","Normal","Res4",15,"False/No-Wait"
"Case 2372","Task","Premium","High","Res4",15,"False/No-Wait"
"Case 2373","Incident","Premium","Normal","Res3",15,"True/Wait"
"Case 2374","Question","Premium","Normal","Res3",15,"False/No-Wait"
"Case 2375","Task","Gold","High","Res4",15,"False/No-Wait"
"Case 2376","Task","Gold","Normal","Res4",15,"False/No-Wait"
"Case 2377","Task","Premium","High","Res8",15,"False/No-Wait"
"Case 2378","Task","Premium","Normal","Res4",15,"False/No-Wait"
"Case 2379","Task","Premium","Urgent","Res3",15,"True/Wait"
"Case 238","Incident","Premium","Normal","Res8",15,"False/No-Wait"
"Case 2380","Task","Premium","Normal","Res4",15,"True/Wait"
"Case 2381","Task","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2382","Question","Premium","Normal","Res3",0,"False/No-Wait"
"Case 2383","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2384","Task","Premium","Normal","Res3",0,"True/Wait"
"Case 2385","Incident","Gold","High","Res4",0,"False/No-Wait"
"Case 2386","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2387","Question","Premium","Normal","Res3",0,"False/No-Wait"
"Case 2388","Task","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2389","Task","Gold","Normal","Res3",0,"False/No-Wait"
"Case 239","Task","Premium","High","Res4",0,"False/No-Wait"
"Case 2390","Task","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2391","Task","Premium","High","Res3",0,"False/No-Wait"
"Case 2392","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2393","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2394","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2395","Question","Premium","High","Res3",0,"False/No-Wait"
"Case 2396","Task","Gold","High","Res3",0,"False/No-Wait"
"Case 2397","Question","Gold","Urgent","Res8",0,"False/No-Wait"
"Case 2398","Task","Premium","Normal","Res8",0,"True/Wait"
"Case 2399","Task","Premium","Normal","Res8",0,"False/No-Wait"
"Case 24","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 240","Incident","Gold","High","Res4",0,"False/No-Wait"
"Case 2400","Question","Gold","Normal","Res8",0,"True/Wait"
"Case 2401","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2402","Incident","Premium","High","Res4",0,"False/No-Wait"
"Case 2403","Task","Gold","Normal","Res8",0,"False/No-Wait"
"Case 2404","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2405","Task","Premium","High","Res4",0,"False/No-Wait"
"Case 2406","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2407","Task","Premium","Normal","Res3",0,"True/Wait"
"Case 2408","Question","Gold","High","Res8",0,"False/No-Wait"
"Case 2409","Question","Gold","Normal","Res4",0,"False/No-Wait"
"Case 241","Question","Gold","Normal","Res8",0,"False/No-Wait"
"Case 2410","Task","Premium","Normal","Res3",0,"False/No-Wait"
"Case 2411","Question","Gold","Normal","Res8",0,"False/No-Wait"
"Case 2412","Question","Gold","High","Res8",0,"False/No-Wait"
"Case 2413","Question","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2414","Incident","Gold","Normal","Res3",0,"True/Wait"
"Case 2415","Question","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2416","Incident","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2417","Task","Premium","Normal","Res4",0,"True/Wait"
"Case 2418","Task","Premium","Normal","Res8",0,"True/Wait"
"Case 2419","Task","Gold","Normal","Res3",0,"True/Wait"
"Case 242","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2420","Question","Premium","High","Res3",0,"False/No-Wait"
"Case 2421","Question","Gold","Normal","Res3",0,"False/No-Wait"
"Case 2422","Question","Gold","Normal","Res4",0,"False/No-Wait"
"Case 2423","Question","Gold","Normal","Res8",0,"False/No-Wait"
"Case 2424","Task","Premium","High","Res4",0,"False/No-Wait"
"Case 2425","Task","Premium","Normal","Res8",0,"False/No-Wait"
"Case 2426","Incident","Premium","Urgent","Res4",0,"True/Wait"
"Case 2427","Question","Gold","High","Res3",0,"False/No-Wait"
"Case 2428","Question","Gold","High","Res3",0,"False/No-Wait"
"Case 2429","Incident","Gold","Normal","Res4",0,"True/Wait"
"Case 243","Question","Premium","Urgent","Res3",0,"False/No-Wait"
"Case 2430","Incident","Premium","Normal","Res3",0,"False/No-Wait"
"Case 2431","Task","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2432","Task","Premium","Normal","Res3",0,"True/Wait"
"Case 2433","Question","Gold","Normal","Res8",0,"False/No-Wait"
"Case 2434","Incident","Premium","Normal","Res4",0,"False/No-Wait"
"Case 2435","Task","Premium","Urgent","Res3",0,"True/Wait"
"Case 2436","Question","Gold","Normal","Res3",1,"False/No-Wait"
"Case 2437","Question","Gold","Normal","Res8",1,"False/No-Wait"
"Case 2438","Incident","Premium","Normal","Res3",1,"False/No-Wait"
"Case 2439","Task","Premium","High","Res8",1,"True/Wait"
"Case 244","Incident","Gold","Normal","Res8",1,"False/No-Wait"
"Case 2440","Question","Gold","Normal","Res3",1,"False/No-Wait"
"Case 2441","Task","Premium","Normal","Res4",1,"False/No-Wait"
"Case 2442","Incident","Premium","High","Res4",1,"True/Wait"
"Case 2443","Task","Premium","Normal","Res3",1,"True/Wait"
"Case 2444","Question","Premium","Urgent","Res3",1,"False/No-Wait"
"Case 2445","Question","Gold","Normal","Res3",1,"False/No-Wait"
"Case 2446","Task","Premium","High","Res3",1,"False/No-Wait"
"Case 2447","Task","Premium","High","Res3",1,"False/No-Wait"
"Case 2448","Task","Premium","Normal","Res8",1,"False/No-Wait"
"Case 2449","Incident","Premium","Normal","Res8",1,"False/No-Wait"
"Case 245","Incident","Premium","Normal","Res8",1,"False/No-Wait"
"Case 2450","Question","Gold","Normal","Res3",1,"False/No-Wait"
"Case 2451","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2452","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2453","Incident","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2454","Incident","Premium","High","Res4",2,"True/Wait"
"Case 2455","Incident","Premium","Normal","Res4",2,"True/Wait"
"Case 2456","Question","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2457","Task","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2458","Task","Premium","Normal","Res3",2,"True/Wait"
"Case 2459","Incident","Premium","Normal","Res3",2,"False/No-Wait"
"Case 246","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2460","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2461","Question","Gold","High","Res8",2,"False/No-Wait"
"Case 2462","Task","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2463","Task","Gold","Normal","Res8",2,"True/Wait"
"Case 2464","Incident","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2465","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2466","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2467","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2468","Question","Premium","High","Res4",2,"True/Wait"
"Case 2469","Incident","Gold","Normal","Res8",2,"False/No-Wait"
"Case 247","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2470","Task","Premium","Normal","Res3",2,"True/Wait"
"Case 2471","Incident","Premium","Normal","Res3",2,"True/Wait"
"Case 2472","Question","Premium","Urgent","Res4",2,"False/No-Wait"
"Case 2473","Task","Premium","High","Res4",2,"True/Wait"
"Case 2474","Task","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2475","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2476","Question","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2477","Question","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2478","Incident","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2479","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 248","Incident","Gold","High","Res8",2,"False/No-Wait"
"Case 2480","Question","Premium","High","Res3",2,"False/No-Wait"
"Case 2481","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2482","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2483","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2484","Question","Premium","High","Res8",2,"False/No-Wait"
"Case 2485","Incident","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2486","Task","Premium","High","Res3",2,"True/Wait"
"Case 2487","Task","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2488","Task","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2489","Task","Premium","High","Res4",2,"False/No-Wait"
"Case 249","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2490","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2491","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2492","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2493","Question","Gold","High","Res3",2,"False/No-Wait"
"Case 2494","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2495","Task","Gold","High","Res4",2,"False/No-Wait"
"Case 2496","Question","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2497","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2498","Task","Premium","High","Res4",2,"True/Wait"
"Case 2499","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 25","Question","Premium","High","Res4",2,"False/No-Wait"
"Case 250","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2500","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2501","Task","Gold","Urgent","Res8",2,"False/No-Wait"
"Case 2502","Task","Gold","High","Res3",2,"False/No-Wait"
"Case 2503","Question","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2504","Task","Premium","High","Res8",2,"True/Wait"
"Case 2505","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2506","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2507","Question","Premium","Urgent","Res4",2,"False/No-Wait"
"Case 2508","Task","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2509","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 251","Incident","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2510","Task","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2511","Incident","Premium","High","Res4",2,"False/No-Wait"
"Case 2512","Incident","Premium","High","Res3",2,"True/Wait"
"Case 2513","Incident","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2514","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2515","Incident","Gold","High","Res3",2,"False/No-Wait"
"Case 2516","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2517","Incident","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2518","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2519","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 252","Incident","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2520","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2521","Task","Gold","High","Res4",2,"False/No-Wait"
"Case 2522","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2523","Task","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2524","Task","Premium","High","Res3",2,"False/No-Wait"
"Case 2525","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2526","Task","Gold","High","Res4",2,"True/Wait"
"Case 2527","Question","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2528","Question","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2529","Incident","Gold","Normal","Res3",2,"False/No-Wait"
"Case 253","Incident","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2530","Task","Premium","High","Res4",2,"False/No-Wait"
"Case 2531","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2532","Incident","Gold","High","Res8",2,"False/No-Wait"
"Case 2533","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2534","Question","Premium","High","Res8",2,"False/No-Wait"
"Case 2535","Question","Gold","High","Res3",2,"False/No-Wait"
"Case 2536","Incident","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2537","Question","Premium","High","Res3",2,"False/No-Wait"
"Case 2538","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2539","Question","Gold","High","Res3",2,"False/No-Wait"
"Case 254","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2540","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2541","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2542","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2543","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2544","Task","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2545","Question","Gold","High","Res3",2,"False/No-Wait"
"Case 2546","Incident","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2547","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2548","Question","Gold","High","Res8",2,"False/No-Wait"
"Case 2549","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 255","Incident","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2550","Task","Premium","Urgent","Res4",2,"True/Wait"
"Case 2551","Question","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2552","Incident","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2553","Question","Gold","Urgent","Res8",2,"True/Wait"
"Case 2554","Question","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2555","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2556","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2557","Question","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2558","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2559","Task","Premium","High","Res8",2,"False/No-Wait"
"Case 256","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2560","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2561","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2562","Task","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2563","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2564","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2565","Incident","Gold","High","Res8",2,"False/No-Wait"
"Case 2566","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2567","Task","Premium","Normal","Res3",2,"True/Wait"
"Case 2568","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2569","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 257","Question","Gold","High","Res3",2,"False/No-Wait"
"Case 2570","Question","Premium","High","Res3",2,"False/No-Wait"
"Case 2571","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2572","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2573","Question","Gold","High","Res8",2,"False/No-Wait"
"Case 2574","Task","Premium","High","Res3",2,"False/No-Wait"
"Case 2575","Question","Premium","Normal","Res4",2,"True/Wait"
"Case 2576","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2577","Task","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2578","Incident","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2579","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 258","Task","Gold","Urgent","Res3",2,"True/Wait"
"Case 2580","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2581","Task","Premium","High","Res3",2,"True/Wait"
"Case 2582","Question","Gold","High","Res8",2,"False/No-Wait"
"Case 2583","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2584","Task","Premium","Normal","Res3",2,"True/Wait"
"Case 2585","Task","Premium","High","Res4",2,"True/Wait"
"Case 2586","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2587","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2588","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2589","Task","Premium","Normal","Res3",2,"True/Wait"
"Case 259","Incident","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2590","Question","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2591","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 2592","Question","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2593","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2594","Incident","Gold","Urgent","Res4",2,"False/No-Wait"
"Case 2595","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2596","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 2597","Question","Gold","Normal","Res8",2,"True/Wait"
"Case 2598","Task","Premium","Normal","Res3",2,"False/No-Wait"
"Case 2599","Task","Premium","Normal","Res8",2,"True/Wait"
"Case 26","Question","Gold","Normal","Res8",2,"True/Wait"
"Case 260","Task","Premium","Normal","Res8",2,"False/No-Wait"
"Case 2600","Incident","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2601","Question","Gold","Normal","Res3",2,"False/No-Wait"
"Case 2602","Incident","Gold","High","Res3",2,"False/No-Wait"
"Case 2603","Task","Gold","Normal","Res4",2,"False/No-Wait"
"Case 2604","Task","Premium","High","Res8",2,"False/No-Wait"
"Case 2605","Task","Premium","High","Res8",2,"True/Wait"
"Case 2606","Task","Gold","High","Res3",2,"True/Wait"
"Case 2607","Task","Gold","Normal","Res8",2,"False/No-Wait"
"Case 2608","Incident","Premium","Normal","Res4",2,"False/No-Wait"
"Case 2609","Task","Premium","Normal","Res4",2,"True/Wait"
"Case 261","Question","Gold","High","Res4",2,"False/No-Wait"
"Case 2610","Incident","Premium","Normal","Res4",2,"True/Wait"
"Case 2611","Task","Premium","Normal","Res4",2,"True/Wait"
