CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,Performance class
"Case 263","Question","Premium","Normal","Short"
"Case 2630","Incident","Gold","Normal","Medium"
"Case 2631","Task","Gold","High","Short"
"Case 2632","Question","Gold","Normal","Short"
"Case 2633","Incident","Premium","Normal","Long"
"Case 2634","Question","Gold","Normal","Medium"
"Case 2635","Question","Gold","High","Short"
"Case 2636","Task","Gold","Normal","Long"
"Case 2637","Question","Gold","High","Medium"
"Case 2638","Task","Gold","Normal","Short"
"Case 2639","Task","Premium","Normal","Long"
"Case 264","Incident","Premium","Normal","Medium"
"Case 2640","Question","Gold","Normal","Medium"
"Case 2641","Incident","Premium","Normal","Long"
"Case 2642","Question","Premium","High","Short"
"Case 2643","Question","Premium","Normal","Short"
"Case 2644","Question","Gold","Normal","Short"
"Case 2645","Question","Gold","Normal","Medium"
"Case 2646","Question","Premium","High","Short"
"Case 2647","Question","Gold","Normal","Short"
"Case 2648","Incident","Premium","Normal","Medium"
"Case 2649","Question","Gold","Urgent","Medium"
"Case 265","Task","Premium","Normal","Medium"
"Case 2650","Incident","Premium","Normal","Medium"
"Case 2651","Question","Gold","Normal","Medium"
"Case 2652","Task","Premium","Normal","Medium"
"Case 2653","Task","Premium","Normal","Medium"
"Case 2654","Incident","Gold","Normal","Medium"
"Case 2655","Question","Premium","Normal","Medium"
"Case 2656","Question","Premium","High","Long"
"Case 2657","Incident","Gold","High","Short"
"Case 2658","Incident","Gold","Normal","Short"
"Case 2659","Task","Premium","Normal","Medium"
"Case 266","Question","Premium","Normal","Medium"
"Case 2660","Incident","Gold","Normal","Medium"
"Case 2661","Question","Gold","Normal","Long"
"Case 2662","Task","Premium","Normal","Long"
"Case 2663","Question","Gold","Normal","Medium"
"Case 2664","Task","Premium","Normal","Short"
"Case 2665","Task","Gold","High","Long"
"Case 2666","Task","Premium","Normal","Medium"
"Case 2667","Task","Premium","Normal","Medium"
"Case 2668","Task","Premium","Normal","Medium"
"Case 2669","Task","Premium","Normal","Medium"
"Case 267","Question","Gold","Normal","Medium"
"Case 2670","Question","Gold","Normal","Long"
"Case 2671","Question","Gold","Normal","Medium"
"Case 2672","Question","Gold","Normal","Medium"
"Case 2673","Incident","Gold","High","Short"
"Case 2674","Incident","Premium","Normal","Medium"
"Case 2675","Task","Gold","High","Short"
"Case 2676","Task","Gold","Normal","Long"
"Case 2677","Incident","Gold","Normal","Medium"
"Case 2678","Task","Premium","High","Long"
"Case 2679","Task","Premium","Normal","Medium"
"Case 268","Question","Gold","Normal","Short"
"Case 2680","Task","Premium","Normal","Long"
"Case 2681","Task","Gold","Normal","Short"
"Case 2682","Question","Gold","Normal","Short"
"Case 2683","Question","Gold","Normal","Short"
"Case 2684","Task","Gold","High","Medium"
"Case 2685","Question","Gold","High","Medium"
"Case 2686","Task","Premium","Normal","Long"
"Case 2687","Question","Gold","High","Medium"
"Case 2688","Task","Premium","Normal","Long"
"Case 2689","Question","Gold","Normal","Medium"
"Case 269","Task","Premium","Normal","Medium"
"Case 2690","Task","Gold","Normal","Medium"
"Case 2691","Incident","Premium","Normal","Short"
"Case 2692","Question","Gold","High","Medium"
"Case 2693","Question","Gold","Normal","Short"
"Case 2694","Question","Gold","Normal","Short"
"Case 2695","Question","Gold","Normal","Medium"
"Case 2696","Question","Gold","Normal","Medium"
"Case 2697","Question","Gold","Normal","Short"
"Case 2698","Incident","Gold","Normal","Short"
"Case 2699","Task","Gold","Normal","Long"
"Case 27","Task","Premium","Urgent","Short"
"Case 270","Task","Premium","High","Medium"
"Case 2700","Task","Premium","Normal","Long"
"Case 2701","Question","Gold","Normal","Short"
"Case 2702","Question","Gold","Normal","Long"
"Case 2703","Task","Gold","High","Short"
"Case 2704","Question","Gold","High","Medium"
"Case 2705","Question","Gold","Normal","Short"
"Case 2706","Question","Premium","Urgent","Short"
"Case 2707","Incident","Premium","Normal","Long"
"Case 2708","Question","Gold","Normal","Short"
"Case 2709","Question","Premium","High","Medium"
"Case 271","Question","Gold","Normal","Medium"
"Case 2710","Task","Premium","Normal","Medium"
"Case 2711","Task","Premium","High","Short"
"Case 2712","Task","Premium","High","Long"
"Case 2713","Task","Premium","Normal","Short"
"Case 2714","Task","Premium","Urgent","Medium"
"Case 2715","Question","Gold","High","Long"
"Case 2716","Task","Premium","Normal","Medium"
"Case 2717","Question","Gold","Normal","Medium"
"Case 2718","Question","Gold","High","Short"
"Case 2719","Task","Premium","Normal","Medium"
"Case 272","Task","Premium","Normal","Long"
"Case 2720","Task","Premium","Normal","Long"
"Case 2721","Task","Premium","Normal","Short"
"Case 2722","Task","Gold","Normal","Long"
"Case 2723","Task","Premium","Normal","Short"
"Case 2724","Task","Premium","High","Short"
"Case 2725","Question","Premium","High","Medium"
"Case 2726","Task","Premium","Normal","Medium"
"Case 2727","Task","Premium","Normal","Long"
"Case 2728","Question","Gold","Normal","Medium"
"Case 2729","Question","Gold","Normal","Long"
"Case 273","Question","Gold","Normal","Short"
"Case 2730","Question","Gold","Normal","Medium"
"Case 2731","Question","Gold","High","Medium"
"Case 2732","Task","Premium","Normal","Medium"
"Case 2733","Incident","Premium","Normal","Long"
"Case 2734","Task","Premium","High","Short"
"Case 2735","Task","Premium","Normal","Short"
"Case 2736","Incident","Premium","Normal","Medium"
"Case 2737","Question","Gold","Normal","Medium"
"Case 2738","Task","Premium","Normal","Long"
"Case 2739","Incident","Premium","Normal","Medium"
"Case 274","Task","Premium","Normal","Long"
"Case 2740","Incident","Gold","Normal","Long"
"Case 2741","Task","Premium","Normal","Short"
"Case 2742","Task","Premium","High","Long"
"Case 2743","Task","Premium","Normal","Medium"
"Case 2744","Task","Premium","Urgent","Medium"
"Case 2745","Task","Premium","Normal","Medium"
"Case 2746","Question","Premium","Normal","Short"
"Case 2747","Incident","Premium","Normal","Long"
"Case 2748","Incident","Premium","High","Short"
"Case 2749","Task","Premium","Normal","Short"
"Case 275","Task","Gold","Normal","Medium"
"Case 2750","Question","Gold","Normal","Medium"
"Case 2751","Task","Gold","Normal","Long"
"Case 2752","Question","Gold","Normal","Long"
"Case 2753","Task","Premium","Normal","Medium"
"Case 2754","Incident","Gold","Normal","Short"
"Case 2755","Question","Gold","High","Short"
"Case 2756","Question","Gold","Normal","Short"
"Case 2757","Task","Premium","High","Long"
"Case 2758","Task","Premium","Normal","Medium"
"Case 2759","Question","Premium","Normal","Short"
"Case 276","Question","Gold","Normal","Medium"
"Case 2760","Question","Gold","Normal","Short"
"Case 2761","Incident","Gold","Normal","Short"
"Case 2762","Incident","Premium","Normal","Short"
"Case 2763","Question","Gold","Normal","Long"
"Case 2764","Task","Premium","Normal","Long"
"Case 2765","Task","Premium","Normal","Short"
"Case 2766","Task","Premium","Normal","Long"
"Case 2767","Task","Premium","Normal","Medium"
"Case 2768","Question","Gold","Normal","Short"
"Case 2769","Question","Gold","High","Short"
"Case 277","Incident","Premium","Urgent","Medium"
"Case 2770","Task","Gold","Normal","Short"
"Case 2771","Incident","Premium","Urgent","Short"
"Case 2772","Question","Premium","High","Short"
"Case 2773","Incident","Gold","Normal","Long"
"Case 2774","Task","Premium","Normal","Short"
"Case 2775","Task","Gold","Normal","Medium"
"Case 2776","Task","Premium","Normal","Medium"
"Case 2777","Task","Premium","High","Medium"
"Case 2778","Task","Gold","Normal","Long"
"Case 2779","Task","Premium","Normal","Medium"
"Case 278","Task","Premium","Normal","Medium"
"Case 2780","Question","Gold","High","Short"
"Case 2781","Question","Gold","Normal","Long"
"Case 2782","Task","Premium","Normal","Long"
"Case 2783","Question","Premium","Normal","Long"
"Case 2784","Question","Premium","Normal","Medium"
"Case 2785","Question","Premium","High","Short"
"Case 2786","Question","Gold","Normal","Medium"
"Case 2787","Question","Premium","High","Short"
"Case 2788","Task","Premium","Urgent","Medium"
"Case 2789","Task","Premium","Normal","Medium"
"Case 279","Question","Gold","Normal","Long"
"Case 2790","Task","Premium","Normal","Long"
"Case 2791","Task","Premium","Normal","Medium"
"Case 2792","Question","Gold","Normal","Short"
"Case 2793","Question","Premium","High","Medium"
"Case 2794","Task","Premium","Normal","Long"
"Case 2795","Task","Premium","Urgent","Short"
"Case 2796","Task","Premium","High","Medium"
"Case 2797","Incident","Gold","Normal","Short"
"Case 2798","Task","Gold","Normal","Long"
"Case 2799","Task","Premium","Normal","Short"
"Case 28","Task","Gold","Normal","Long"
"Case 280","Question","Premium","High","Medium"
"Case 2800","Question","Gold","High","Long"
"Case 2801","Task","Premium","High","Medium"
"Case 2802","Question","Gold","High","Short"
"Case 2803","Task","Gold","Normal","Short"
"Case 2804","Task","Premium","High","Long"
"Case 2805","Question","Premium","Normal","Long"
"Case 2806","Question","Gold","Normal","Short"
"Case 2807","Question","Gold","Normal","Long"
"Case 2808","Task","Premium","Normal","Medium"
"Case 2809","Task","Gold","Normal","Long"
"Case 281","Task","Premium","Normal","Short"
"Case 2810","Incident","Premium","High","Short"
"Case 2811","Question","Gold","High","Short"
"Case 2812","Task","Premium","Normal","Long"
"Case 2813","Question","Gold","Normal","Long"
"Case 2814","Task","Premium","High","Short"
"Case 2815","Question","Gold","Normal","Medium"
"Case 2816","Task","Gold","Normal","Short"
"Case 2817","Question","Premium","High","Long"
"Case 2818","Question","Gold","Normal","Long"
"Case 2819","Task","Premium","Normal","Long"
"Case 282","Task","Premium","Normal","Medium"
"Case 2820","Incident","Premium","Normal","Medium"
"Case 2821","Incident","Premium","Normal","Short"
"Case 2822","Question","Gold","Normal","Short"
"Case 2823","Question","Premium","Normal","Short"
"Case 2824","Task","Premium","Normal","Medium"
"Case 2825","Task","Premium","Normal","Long"
"Case 2826","Task","Premium","Normal","Long"
"Case 2827","Task","Premium","High","Long"
"Case 2828","Task","Premium","Normal","Short"
"Case 2829","Question","Gold","Normal","Short"
"Case 283","Task","Premium","Normal","Medium"
"Case 2830","Task","Gold","Normal","Short"
"Case 2831","Question","Gold","Normal","Long"
"Case 2832","Incident","Gold","High","Short"
"Case 2833","Task","Gold","High","Short"
"Case 2834","Task","Premium","Normal","Medium"
"Case 2835","Incident","Gold","Normal","Medium"
"Case 2836","Question","Gold","High","Long"
"Case 2837","Incident","Premium","High","Short"
"Case 2838","Task","Premium","Urgent","Medium"
"Case 2839","Incident","Premium","Normal","Medium"
"Case 284","Question","Gold","High","Long"
"Case 2840","Question","Gold","Normal","Short"
"Case 2841","Question","Gold","High","Short"
"Case 2842","Task","Premium","Urgent","Long"
"Case 2843","Question","Premium","High","Long"
"Case 2844","Question","Gold","Normal","Short"
"Case 2845","Question","Premium","Normal","Medium"
"Case 2846","Question","Premium","Normal","Long"
"Case 2847","Question","Premium","High","Medium"
"Case 2848","Task","Premium","Normal","Short"
"Case 2849","Incident","Gold","Normal","Short"
"Case 285","Question","Premium","Normal","Short"
"Case 2850","Question","Gold","High","Short"
"Case 2851","Task","Premium","Normal","Long"
"Case 2852","Task","Gold","High","Short"
"Case 2853","Task","Premium","Normal","Medium"
"Case 2854","Question","Gold","Normal","Medium"
"Case 2855","Question","Gold","High","Medium"
"Case 2856","Question","Gold","Normal","Short"
"Case 2857","Task","Premium","Normal","Short"
"Case 2858","Incident","Gold","Normal","Medium"
"Case 2859","Task","Premium","High","Long"
"Case 286","Task","Gold","Normal","Long"
"Case 2860","Task","Premium","Normal","Medium"
"Case 2861","Task","Premium","High","Medium"
"Case 2862","Question","Gold","Normal","Long"
"Case 2863","Task","Premium","Normal","Long"
"Case 2864","Task","Premium","Normal","Medium"
"Case 2865","Incident","Gold","Normal","Short"
"Case 2866","Task","Premium","Normal","Long"
"Case 2867","Task","Premium","Normal","Long"
"Case 2868","Question","Gold","High","Short"
"Case 2869","Task","Premium","Normal","Medium"
"Case 287","Question","Gold","Normal","Long"
"Case 2870","Task","Gold","High","Short"
"Case 2871","Task","Premium","High","Medium"
"Case 2872","Task","Premium","Normal","Long"
"Case 2873","Task","Premium","Normal","Medium"
"Case 2874","Question","Gold","Normal","Medium"
"Case 2875","Task","Premium","Normal","Long"
"Case 2876","Question","Gold","Normal","Short"
"Case 2877","Question","Gold","Normal","Short"
"Case 2878","Task","Gold","High","Medium"
"Case 2879","Incident","Gold","Normal","Long"
"Case 288","Question","Gold","High","Medium"
"Case 2880","Incident","Gold","High","Short"
"Case 2881","Task","Premium","Normal","Long"
"Case 2882","Incident","Premium","Normal","Long"
"Case 2883","Question","Gold","High","Short"
"Case 2884","Question","Gold","Normal","Short"
"Case 2885","Question","Premium","High","Short"
"Case 2886","Question","Gold","Normal","Long"
"Case 2887","Task","Premium","Normal","Long"
"Case 2888","Incident","Premium","High","Medium"
"Case 2889","Question","Gold","Normal","Long"
"Case 289","Question","Gold","High","Medium"
"Case 2890","Question","Premium","Normal","Medium"
"Case 2891","Task","Premium","Normal","Long"
"Case 2892","Task","Gold","High","Long"
"Case 2893","Question","Gold","High","Short"
"Case 2894","Task","Premium","High","Medium"
"Case 2895","Question","Gold","Normal","Short"
"Case 2896","Question","Gold","Normal","Long"
"Case 2897","Question","Gold","Normal","Short"
"Case 2898","Question","Gold","High","Long"
"Case 2899","Question","Premium","High","Short"
"Case 29","Question","Gold","High","Long"
"Case 290","Task","Premium","Normal","Long"
"Case 2900","Incident","Gold","Normal","Long"
"Case 2901","Task","Premium","High","Long"
"Case 2902","Task","Premium","Normal","Medium"
"Case 2903","Question","Gold","Normal","Short"
"Case 2904","Task","Premium","Normal","Long"
"Case 2905","Task","Premium","Normal","Long"
"Case 2906","Question","Gold","High","Long"
"Case 2907","Task","Gold","Normal","Medium"
"Case 2908","Question","Premium","Urgent","Medium"
"Case 2909","Task","Premium","Normal","Medium"
"Case 291","Task","Premium","Normal","Medium"
"Case 2910","Incident","Premium","High","Short"
"Case 2911","Question","Gold","High","Short"
"Case 2912","Question","Gold","High","Long"
"Case 2913","Question","Gold","High","Medium"
"Case 2914","Question","Gold","Normal","Short"
"Case 2915","Task","Premium","Normal","Medium"
"Case 2916","Task","Premium","Normal","Medium"
"Case 2917","Question","Premium","High","Short"
"Case 2918","Question","Premium","Normal","Medium"
"Case 2919","Incident","Gold","Normal","Short"
"Case 292","Question","Gold","High","Medium"
"Case 2920","Task","Premium","Normal","Long"
"Case 2921","Task","Premium","High","Medium"
"Case 2922","Question","Gold","High","Short"
"Case 2923","Question","Gold","High","Short"
"Case 2924","Question","Gold","Urgent","Medium"
"Case 2925","Task","Premium","Normal","Medium"
"Case 2926","Question","Gold","High","Long"
"Case 2927","Task","Premium","Normal","Short"
"Case 2928","Question","Gold","Normal","Long"
"Case 2929","Question","Gold","Normal","Medium"
"Case 293","Task","Premium","Normal","Long"
"Case 2930","Question","Gold","Normal","Medium"
"Case 2931","Task","Premium","Normal","Long"
"Case 2932","Task","Premium","Normal","Long"
"Case 2933","Question","Gold","Normal","Short"
"Case 2934","Task","Premium","Normal","Medium"
"Case 2935","Question","Gold","Normal","Long"
