Case ID,Application Type,Loan Goal,Requested Amount,First Credit Score,Last Credit Score,Having Call to Complete Application,Number of Offers,First Offer,Last Offer,First Offers Monthly Cost,Last Offers Monthly Cost,Throughput Times,Results
"Application_1225567788","New credit","Not speficied",5000,0,0,0,2,5000,5000,97.40000000000001,100,32.19868055555555,"Cancelled by client"
"Application_1225668841","New credit","Car",5000,0,0,0,1,5000,5000,150,150,31.95091435185185,"Cancelled by client"
"Application_1226063921","New credit","Existing loan takeover",12000,0,0,0,1,12000,12000,130.57,130.57,32.59748842592592,"Cancelled by client"
"Application_1226881790","New credit","Other, see explanation",7500,0,0,0,1,7500,7500,177.22,177.22,32.76792824074074,"Cancelled by client"
"Application_1226994121","New credit","Not speficied",11000,0,0,0,1,7300,7300,124.94,124.94,11.49506944444444,"Cancelled by client"
"Application_1227190451","New credit","Existing loan takeover",8000,0,0,0,2,8000,8000,200,200.12,31.63702546296296,"Cancelled by client"
"Application_1227508565","New credit","Home improvement",12000,0,0,0,2,12000,12000,125,125,30.54570601851852,"Cancelled by client"
"Application_1228435455","Limit raise","Other, see explanation",40000,0,0,0,1,40000,40000,400,400,16.82202546296296,"Successful completion"
"Application_1228547579","New credit","Remaining debt home",35000,0,0,0,2,35000,40000,356.38,407.29,40.65453703703704,"Cancelled by client"
"Application_1228722182","New credit","Remaining debt home",0,0,909,1,4,55000,47500,426.32,354.25,40.98929398148148,"Successful completion"
"Application_1228813193","New credit","Unknown",0,621,621,0,1,5000,5000,56.3,56.3,32.65820601851852,"Successful completion"
"Application_1229177720","New credit","Car",25000,965,965,0,1,25000,25000,500,500,14.96744212962963,"Successful completion"
"Application_1229450881","New credit","Home improvement",15000,851,851,0,1,15000,15000,200,200,10.06833333333333,"Successful completion"
"Application_1229707182","New credit","Remaining debt home",29000,0,0,0,1,18000,18000,180,180,33.6394675925926,"Cancelled by client"
"Application_123016072","Limit raise","Home improvement",15000,0,0,0,1,15000,15000,250,250,3.801157407407407,"Successful completion"
"Application_1230429714","New credit","Car",5500,741,741,0,1,5500,5500,75,75,4.851226851851852,"Successful completion"
"Application_1230658979","New credit","Extra spending limit",5000,0,0,0,1,5000,5000,150,150,31.43983796296296,"Cancelled by client"
"Application_1230970456","New credit","Not speficied",6500,0,0,0,1,5000,5000,133,133,33.45185185185185,"Cancelled by client"
"Application_1231004386","New credit","Existing loan takeover",6500,1080,1080,0,1,6500,6500,250.27,250.27,13.61337962962963,"Successful completion"
"Application_1231161788","New credit","Car",6000,1056,1056,0,1,6000,6000,150.09,150.09,38.46893518518519,"Successful completion"
"Application_1231464056","New credit","Other, see explanation",15000,1037,1037,0,1,15000,15000,199.14,199.14,14.30862268518518,"Successful completion"
"Application_1232628960","New credit","Car",15000,0,0,0,1,15000,15000,300,300,30.66600694444444,"Cancelled by client"
"Application_1232645495","Limit raise","Other, see explanation",39500,0,0,0,1,39500,39500,475,475,31.72930555555556,"Cancelled by client"
"Application_123281093","Limit raise","Unknown",0,0,0,0,1,18000,18000,250,250,9.012060185185184,"Denied by the bank"
"Application_1233495129","New credit","Not speficied",19000,0,0,0,1,8500,8500,85,85,31.67972222222222,"Cancelled by client"
"Application_1233722618","New credit","Motorcycle",5000,0,0,1,1,5000,5000,152.82,152.82,12.19053240740741,"Cancelled by client"
"Application_1234532723","New credit","Not speficied",60000,913,0,1,2,60000,60000,709.9400000000001,709.9400000000001,27.5353587962963,"Successful completion"
"Application_1234535641","New credit","Existing loan takeover",8000,0,0,0,2,8000,8000,357.06,355.7,57.61005787037037,"Cancelled by client"
"Application_1234958151","New credit","Not speficied",17000,0,0,0,1,17000,17000,170,170,32.05854166666666,"Cancelled by client"
"Application_1235123682","New credit","Car",5000,0,0,0,2,5000,5000,152.82,291.87,32.76883101851852,"Cancelled by client"
"Application_1235233550","New credit","Car",6000,0,0,0,1,6000,6000,216.72,216.72,32.76523148148148,"Cancelled by client"
"Application_1235563609","New credit","Extra spending limit",30000,1037,1037,0,1,30000,30000,300,300,10.07438657407407,"Successful completion"
"Application_1235928968","Limit raise","Car",0,0,0,0,1,13000,13000,130,130,16.56609953703704,"Successful completion"
"Application_1235982975","New credit","Unknown",0,787,787,1,1,25000,25000,261.48,261.48,8.738796296296297,"Successful completion"
"Application_1236023092","New credit","Existing loan takeover",18000,877,877,0,1,17400,17400,322.92,322.92,16.83741898148148,"Successful completion"
"Application_1236586471","New credit","Caravan / Camper",35000,0,0,0,1,35000,35000,350,350,8.070914351851853,"Cancelled by client"
"Application_1236613235","New credit","Home improvement",5000,0,0,0,1,5000,5000,60,60,33.51195601851852,"Cancelled by client"
"Application_1236739972","New credit","Car",12500,816,816,0,1,12500,12500,299.63,299.63,15.8641087962963,"Successful completion"
"Application_1237394333","New credit","Car",10500,0,0,0,1,21000,21000,210,210,32.32193287037037,"Cancelled by client"
"Application_123785844","Limit raise","Extra spending limit",0,0,0,0,1,17500,17500,200,200,30.91480324074074,"Cancelled by client"
"Application_1238006466","New credit","Existing loan takeover",9800,0,878,0,2,9800,20000,231.57,249.11,16.79081018518519,"Successful completion"
"Application_1238132318","New credit","Home improvement",15000,0,0,0,3,15000,15000,198.74,195.38,52.14331018518519,"Cancelled by client"
"Application_1239328255","New credit","Existing loan takeover",5000,869,869,1,1,5000,5000,125.07,125.07,18.97846064814815,"Successful completion"
"Application_1239468939","New credit","Car",20000,815,815,0,1,20000,20000,492.25,492.25,8.733263888888889,"Successful completion"
"Application_123987545","New credit","Unknown",0,0,823,0,3,35000,5000,500,250,33.94130787037037,"Successful completion"
"Application_1239904274","Limit raise","Car",0,0,0,0,1,27000,27000,270,270,9.135173611111112,"Successful completion"
"Application_1240161970","New credit","Existing loan takeover",18500,0,842,0,2,18500,20500,269.42,298.54,27.57040509259259,"Successful completion"
"Application_1240814574","Limit raise","Unknown",0,0,0,0,1,25000,25000,250,250,0.9345254629629629,"Cancelled by client"
"Application_124124711","New credit","Other, see explanation",15000,931,931,0,1,16000,16000,160,160,17.53754629629629,"Successful completion"
"Application_1241673992","New credit","Existing loan takeover",5000,0,0,0,1,6200,6200,100,100,10.08990740740741,"Denied by the bank"
"Application_1241999769","New credit","Existing loan takeover",21500,0,0,0,1,21500,21500,220.9,220.9,11.91959490740741,"Denied by the bank"
"Application_1243007973","Limit raise","Caravan / Camper",27000,0,0,0,1,27000,27000,270,270,13.02019675925926,"Denied by the bank"
"Application_1243097802","New credit","Existing loan takeover",5000,807,807,0,1,30000,30000,313.78,313.78,9.42824074074074,"Successful completion"
"Application_1243127537","Limit raise","Unknown",0,0,0,0,1,25000,25000,400,400,9.271087962962962,"Successful completion"
"Application_1243535396","New credit","Existing loan takeover",10000,1008,1008,0,1,10000,10000,224.5,224.5,10.94064814814815,"Successful completion"
"Application_1244001664","New credit","Home improvement",18000,806,806,0,1,18000,18000,224.2,224.2,19.94001157407407,"Successful completion"
"Application_1244985500","New credit","Car",10000,0,0,0,1,10000,10000,189.08,189.08,30.74879629629629,"Cancelled by client"
"Application_1246236344","New credit","Car",5000,0,0,0,1,14000,14000,200,200,1.044594907407407,"Cancelled by client"
"Application_1247659934","New credit","Extra spending limit",5000,0,0,0,2,5000,5000,50,56.3,35.52615740740741,"Denied by the bank"
"Application_1247726366","New credit","Home improvement",40000,786,786,0,1,40000,40000,498.63,498.63,30.46659722222222,"Successful completion"
"Application_1247798103","New credit","Car",15000,0,0,0,1,15000,15000,400,400,36.44935185185185,"Cancelled by client"
"Application_1248474304","New credit","Home improvement",15000,0,1124,0,2,15000,10000,249.04,249.58,38.06304398148148,"Successful completion"
"Application_1248534944","Limit raise","Home improvement",20000,906,906,0,1,20000,20000,200,200,15.75424768518518,"Successful completion"
"Application_1248664349","New credit","Car",10000,1035,1035,0,1,10000,10000,100,100,11.17928240740741,"Successful completion"
"Application_1249249307","New credit","Car",11000,885,885,1,1,11000,11000,207.99,207.99,15.70934027777778,"Successful completion"
"Application_1250276230","New credit","Caravan / Camper",60000,0,0,0,1,60000,60000,610.9299999999999,610.9299999999999,30.99099537037037,"Cancelled by client"
"Application_1250712732","Limit raise","Existing loan takeover",28000,754,754,0,1,28000,28000,280,280,17.14571759259259,"Successful completion"
"Application_1250825577","Limit raise","Extra spending limit",6500,943,943,0,1,6500,6500,65,65,7.138402777777777,"Successful completion"
"Application_1251068642","New credit","Existing loan takeover",58000,0,0,0,1,60800,60800,650,650,49.33325231481481,"Cancelled by client"
"Application_1251112099","New credit","Unknown",0,0,0,0,1,11500,11500,144.81,144.81,30.81424768518519,"Cancelled by client"
"Application_1251406798","New credit","Car",7000,793,793,0,1,9500,9500,153.63,153.63,12.73185185185185,"Successful completion"
"Application_1251689244","New credit","Other, see explanation",15000,956,956,0,1,15000,15000,154.11,154.11,20.99251157407408,"Successful completion"
"Application_1251733219","New credit","Car",6000,0,0,0,3,6000,6000,125.04,123.98,44.95173611111111,"Cancelled by client"
"Application_125185651","New credit","Car",35000,0,0,0,1,35000,35000,646.5,646.5,31.95002314814815,"Cancelled by client"
"Application_1251867792","New credit","Not speficied",5000,1014,1014,0,1,5000,5000,100,100,7.783842592592593,"Successful completion"
"Application_1252245787","Limit raise","Car",38500,0,0,0,1,38500,38500,385,385,30.72954861111111,"Cancelled by client"
"Application_125225552","New credit","Car",17000,0,0,0,1,17000,17000,436.81,436.81,30.90702546296296,"Cancelled by client"
"Application_1252402241","New credit","Other, see explanation",5000,0,0,0,1,5000,5000,50,50,10.18116898148148,"Cancelled by client"
"Application_1252666486","New credit","Home improvement",50000,0,0,0,2,50000,35000,522.97,366.08,30.74611111111111,"Cancelled by client"
"Application_1252850129","Limit raise","Tax payments",20000,0,0,1,1,20000,20000,500,500,10.17049768518519,"Successful completion"
"Application_1253132147","New credit","Remaining debt home",25000,0,976,0,4,25000,10000,261.48,108.81,70.59837962962963,"Successful completion"
"Application_1253659798","New credit","Other, see explanation",10000,0,0,0,1,10000,10000,106.46,106.46,32.55804398148148,"Cancelled by client"
"Application_1253791375","New credit","Home improvement",40000,0,0,0,1,40000,40000,407.29,407.29,35.65918981481482,"Cancelled by client"
"Application_1253984780","New credit","Home improvement",10000,0,0,0,1,8700,8700,150,150,10.71304398148148,"Denied by the bank"
"Application_1254085728","New credit","Home improvement",8000,0,0,0,1,8000,8000,103.09,103.09,12.83424768518518,"Denied by the bank"
"Application_1254125100","New credit","Home improvement",8000,0,903,0,3,10000,10000,225,222.33,31.68491898148148,"Successful completion"
"Application_1254156047","New credit","Home improvement",13500,0,852,0,2,13500,13500,146.89,146.89,14.76957175925926,"Successful completion"
"Application_1254692704","New credit","Other, see explanation",8000,0,0,0,1,8000,8000,196.26,196.26,30.78361111111111,"Cancelled by client"
"Application_1255203774","New credit","Car",5000,969,969,0,1,5000,5000,56.3,56.3,16.17269675925926,"Successful completion"
"Application_1255489836","New credit","Car",10000,998,998,0,1,10000,10000,498.68,498.68,18.46137731481481,"Successful completion"
"Application_125636605","New credit","Motorcycle",6000,680,680,1,1,5600,5600,389.24,389.24,13.81829861111111,"Successful completion"
"Application_1256672128","New credit","Unknown",0,0,674,1,2,35000,35000,261.02,261.02,13.05569444444444,"Successful completion"
"Application_1257163754","New credit","Car",17750,0,773,0,3,18000,18000,284.19,248.65,15.66186342592593,"Successful completion"
"Application_1257233322","New credit","Car",0,943,943,0,1,12000,12000,171.65,171.65,9.790208333333334,"Successful completion"
"Application_1257331802","New credit","Not speficied",5000,0,0,0,2,5000,5000,97.40000000000001,100,34.84155092592592,"Cancelled by client"
"Application_1258327544","Limit raise","Car",18000,0,0,0,1,18000,18000,180,180,7.274502314814815,"Successful completion"
"Application_1258746465","New credit","Car",8000,0,0,0,2,8000,8000,200,196.26,6.144363425925926,"Denied by the bank"
"Application_1259690237","New credit","Car",5000,0,0,0,1,5000,5000,222.31,222.31,28.96150462962963,"Denied by the bank"
"Application_1259810621","New credit","Extra spending limit",15000,852,852,0,1,15000,15000,340.8,340.8,8.061944444444444,"Successful completion"
"Application_126130156","New credit","Remaining debt home",6000,0,1015,0,4,6000,9600,75,82.65000000000001,21.86762731481481,"Successful completion"
"Application_1261424268","New credit","Existing loan takeover",28500,878,878,0,1,30000,30000,309.65,309.65,17.68753472222222,"Successful completion"
"Application_1261837054","New credit","Car",10000,1054,1054,0,1,10000,10000,191.27,191.27,7.701539351851852,"Successful completion"
"Application_1261923936","New credit","Other, see explanation",50000,0,0,0,1,50000,50000,522.97,522.97,32.48863425925926,"Cancelled by client"
"Application_1263516246","New credit","Car",30000,0,0,0,1,30000,30000,400,400,35.60133101851852,"Cancelled by client"
"Application_1263979201","New credit","Home improvement",0,736,736,0,1,19000,19000,195.21,195.21,7.055231481481481,"Successful completion"
"Application_1263997961","New credit","Existing loan takeover",35000,0,0,0,3,13000,23000,138.39,236,31.67642361111111,"Denied by the bank"
"Application_1264113522","New credit","Boat",17000,1000,1000,0,1,17000,17000,174.66,174.66,13.77479166666667,"Successful completion"
